timestamp,current_replicas,desired_replicas,current_cpu_percentage,target_cpu_percentage
2026-08-02T21:13:55+01:00,16,16,64,50
2026-08-02T21:14:05+01:00,16,16,64,50
2026-08-02T21:14:16+01:00,16,16,65,50
2026-08-02T21:14:26+01:00,16,16,65,50
2026-08-02T21:14:37+01:00,16,16,65,50
2026-08-02T21:14:47+01:00,16,16,65,50
2026-08-02T21:14:58+01:00,16,16,65,50
2026-08-02T21:15:08+01:00,16,16,65,50
2026-08-02T21:15:19+01:00,16,16,63,50
2026-08-02T21:15:29+01:00,16,16,63,50
2026-08-02T21:15:40+01:00,16,16,63,50
2026-08-02T21:15:50+01:00,16,16,63,50
2026-08-02T21:16:01+01:00,16,16,63,50
2026-08-02T21:16:11+01:00,16,16,65,50
2026-08-02T21:16:22+01:00,16,16,65,50
2026-08-02T21:16:33+01:00,16,16,65,50
2026-08-02T21:16:43+01:00,16,16,65,50
2026-08-02T21:16:54+01:00,16,16,64,50
2026-08-02T21:17:05+01:00,16,16,64,50
2026-08-02T21:17:15+01:00,16,16,64,50
2026-08-02T21:17:26+01:00,16,16,64,50
2026-08-02T21:17:36+01:00,16,16,64,50
2026-08-02T21:17:47+01:00,16,16,64,50
2026-08-02T21:17:57+01:00,16,16,64,50
2026-08-02T21:18:08+01:00,16,16,64,50
2026-08-02T21:18:18+01:00,16,16,65,50
2026-08-02T21:18:29+01:00,16,16,65,50
2026-08-02T21:18:39+01:00,16,16,65,50
2026-08-02T21:18:50+01:00,16,16,65,50
2026-08-02T21:19:01+01:00,16,16,65,50
2026-08-02T21:19:11+01:00,16,16,62,50
2026-08-02T21:19:22+01:00,16,16,62,50
2026-08-02T21:19:32+01:00,16,16,62,50
2026-08-02T21:19:43+01:00,16,16,62,50
2026-08-02T21:19:53+01:00,16,16,62,50
2026-08-02T21:20:04+01:00,16,16,63,50
2026-08-02T21:20:14+01:00,16,16,66,50
2026-08-02T21:20:25+01:00,16,16,66,50
2026-08-02T21:20:35+01:00,16,16,66,50
2026-08-02T21:20:46+01:00,16,16,66,50
2026-08-02T21:20:56+01:00,16,16,66,50
2026-08-02T21:21:07+01:00,16,16,66,50
2026-08-02T21:21:17+01:00,16,16,63,50
2026-08-02T21:21:28+01:00,16,16,63,50
2026-08-02T21:21:38+01:00,16,16,63,50
2026-08-02T21:21:49+01:00,16,16,63,50
2026-08-02T21:21:59+01:00,16,16,63,50
2026-08-02T21:22:10+01:00,16,16,66,50
2026-08-02T21:22:21+01:00,16,16,66,50
2026-08-02T21:22:31+01:00,16,16,66,50
2026-08-02T21:22:42+01:00,16,16,66,50
2026-08-02T21:22:52+01:00,16,16,66,50
2026-08-02T21:23:03+01:00,16,16,66,50
2026-08-02T21:23:13+01:00,16,16,67,50
2026-08-02T21:23:24+01:00,16,16,67,50
2026-08-02T21:23:34+01:00,16,16,66,50
2026-08-02T21:23:45+01:00,16,16,66,50
2026-08-02T21:23:55+01:00,16,16,66,50
2026-08-02T21:24:06+01:00,16,16,66,50
2026-08-02T21:24:17+01:00,16,20,118,50
2026-08-02T21:24:27+01:00,20,20,118,50
2026-08-02T21:24:38+01:00,20,20,118,50
2026-08-02T21:24:48+01:00,20,20,119,50
2026-08-02T21:24:59+01:00,20,20,118,50
2026-08-02T21:25:09+01:00,20,20,118,50
2026-08-02T21:25:20+01:00,20,20,149,50
2026-08-02T21:25:30+01:00,20,20,149,50
2026-08-02T21:25:41+01:00,20,20,149,50
2026-08-02T21:25:51+01:00,20,20,149,50
2026-08-02T21:26:02+01:00,20,20,149,50
2026-08-02T21:26:12+01:00,20,20,152,50
2026-08-02T21:26:23+01:00,20,20,152,50
2026-08-02T21:26:33+01:00,20,20,152,50
2026-08-02T21:26:44+01:00,20,20,152,50
2026-08-02T21:26:55+01:00,20,20,152,50
2026-08-02T21:27:05+01:00,20,20,152,50
2026-08-02T21:27:16+01:00,20,20,153,50
2026-08-02T21:27:26+01:00,20,20,153,50
2026-08-02T21:27:37+01:00,20,20,153,50
2026-08-02T21:27:47+01:00,20,20,153,50
2026-08-02T21:27:58+01:00,20,20,153,50
2026-08-02T21:28:08+01:00,20,20,153,50
2026-08-02T21:28:19+01:00,20,20,153,50
2026-08-02T21:28:29+01:00,20,20,153,50
2026-08-02T21:28:40+01:00,20,20,153,50
2026-08-02T21:28:50+01:00,20,20,153,50
2026-08-02T21:29:01+01:00,20,20,153,50
2026-08-02T21:29:11+01:00,20,20,153,50
2026-08-02T21:29:22+01:00,20,20,142,50
2026-08-02T21:29:32+01:00,20,20,142,50
2026-08-02T21:29:43+01:00,20,20,142,50
2026-08-02T21:29:53+01:00,20,20,142,50
2026-08-02T21:30:04+01:00,20,20,142,50
2026-08-02T21:30:14+01:00,20,20,135,50
2026-08-02T21:30:25+01:00,20,20,135,50
2026-08-02T21:30:35+01:00,20,20,135,50
2026-08-02T21:30:46+01:00,20,20,135,50
2026-08-02T21:30:57+01:00,20,20,135,50
2026-08-02T21:31:07+01:00,20,20,135,50
2026-08-02T21:31:18+01:00,20,20,152,50
2026-08-02T21:31:28+01:00,20,20,152,50
2026-08-02T21:31:39+01:00,20,20,152,50
2026-08-02T21:31:49+01:00,20,20,152,50
2026-08-02T21:32:00+01:00,20,20,152,50
2026-08-02T21:32:10+01:00,20,20,152,50
2026-08-02T21:32:21+01:00,20,20,154,50
2026-08-02T21:32:31+01:00,20,20,154,50
2026-08-02T21:32:42+01:00,20,20,154,50
2026-08-02T21:32:52+01:00,20,20,152,50
2026-08-02T21:33:03+01:00,20,20,154,50
2026-08-02T21:33:14+01:00,20,20,153,50
2026-08-02T21:33:24+01:00,20,20,153,50
2026-08-02T21:33:35+01:00,20,20,153,50
2026-08-02T21:33:45+01:00,20,20,153,50
2026-08-02T21:33:56+01:00,20,20,153,50
2026-08-02T21:34:06+01:00,20,20,153,50
2026-08-02T21:34:17+01:00,20,20,153,50
2026-08-02T21:34:27+01:00,20,20,154,50
2026-08-02T21:34:38+01:00,20,20,154,50
2026-08-02T21:34:48+01:00,20,20,154,50
2026-08-02T21:34:59+01:00,20,20,154,50
2026-08-02T21:35:09+01:00,20,20,154,50
2026-08-02T21:35:20+01:00,20,20,153,50
2026-08-02T21:35:30+01:00,20,20,153,50
2026-08-02T21:35:41+01:00,20,20,153,50
2026-08-02T21:35:51+01:00,20,20,153,50
2026-08-02T21:36:02+01:00,20,20,153,50
2026-08-02T21:36:13+01:00,20,20,152,50
2026-08-02T21:36:23+01:00,20,20,152,50
2026-08-02T21:36:34+01:00,20,20,152,50
2026-08-02T21:36:44+01:00,20,20,152,50
2026-08-02T21:36:55+01:00,20,20,152,50
2026-08-02T21:37:06+01:00,20,20,152,50
2026-08-02T21:37:16+01:00,20,20,153,50
2026-08-02T21:37:27+01:00,20,20,153,50
2026-08-02T21:37:38+01:00,20,20,153,50
2026-08-02T21:37:49+01:00,20,20,153,50
2026-08-02T21:38:00+01:00,20,20,153,50
2026-08-02T21:38:10+01:00,20,20,153,50
2026-08-02T21:38:21+01:00,20,20,152,50
2026-08-02T21:38:32+01:00,20,20,152,50
2026-08-02T21:38:42+01:00,20,20,152,50
2026-08-02T21:38:53+01:00,20,20,152,50
2026-08-02T21:39:04+01:00,20,20,152,50
2026-08-02T21:39:15+01:00,20,20,143,50
2026-08-02T21:39:26+01:00,20,20,143,50
2026-08-02T21:39:36+01:00,20,20,143,50
2026-08-02T21:39:47+01:00,20,20,143,50
2026-08-02T21:39:58+01:00,20,20,143,50
2026-08-02T21:40:08+01:00,20,20,143,50
2026-08-02T21:40:19+01:00,20,20,135,50
2026-08-02T21:40:30+01:00,20,20,135,50
2026-08-02T21:40:40+01:00,20,20,135,50
2026-08-02T21:40:51+01:00,20,20,135,50
2026-08-02T21:41:02+01:00,20,20,135,50
2026-08-02T21:41:12+01:00,20,20,152,50
2026-08-02T21:41:23+01:00,20,20,152,50
2026-08-02T21:41:34+01:00,20,20,152,50
2026-08-02T21:41:44+01:00,20,20,152,50
2026-08-02T21:41:55+01:00,20,20,152,50
2026-08-02T21:42:06+01:00,20,20,152,50
2026-08-02T21:42:16+01:00,20,20,154,50
2026-08-02T21:42:27+01:00,20,20,154,50
2026-08-02T21:42:38+01:00,20,20,154,50
2026-08-02T21:42:48+01:00,20,20,154,50
2026-08-02T21:42:59+01:00,20,20,154,50
2026-08-02T21:43:09+01:00,20,20,154,50
2026-08-02T21:43:20+01:00,20,20,153,50
2026-08-02T21:43:30+01:00,20,20,153,50
2026-08-02T21:43:41+01:00,20,20,153,50
2026-08-02T21:43:51+01:00,20,20,153,50
2026-08-02T21:44:02+01:00,20,20,153,50
2026-08-02T21:44:13+01:00,20,20,152,50
2026-08-02T21:44:23+01:00,20,20,152,50
2026-08-02T21:44:34+01:00,20,20,152,50
2026-08-02T21:44:45+01:00,20,20,152,50
2026-08-02T21:44:55+01:00,20,20,152,50
2026-08-02T21:45:06+01:00,20,20,152,50
2026-08-02T21:45:17+01:00,20,20,148,50
2026-08-02T21:45:28+01:00,20,20,148,50
2026-08-02T21:45:38+01:00,20,20,148,50
2026-08-02T21:45:49+01:00,20,20,148,50
2026-08-02T21:46:00+01:00,20,20,148,50
2026-08-02T21:46:10+01:00,20,20,148,50
2026-08-02T21:46:21+01:00,20,20,130,50
2026-08-02T21:46:31+01:00,20,20,130,50
2026-08-02T21:46:42+01:00,20,20,130,50
2026-08-02T21:46:53+01:00,20,20,130,50
2026-08-02T21:47:03+01:00,20,20,130,50
2026-08-02T21:47:14+01:00,20,20,98,50
2026-08-02T21:47:25+01:00,20,20,98,50
2026-08-02T21:47:35+01:00,20,20,98,50
2026-08-02T21:47:46+01:00,20,20,98,50
2026-08-02T21:47:56+01:00,20,20,98,50
2026-08-02T21:48:07+01:00,20,20,99,50
2026-08-02T21:48:18+01:00,20,20,71,50
2026-08-02T21:48:28+01:00,20,20,71,50
2026-08-02T21:48:39+01:00,20,20,71,50
2026-08-02T21:48:50+01:00,20,20,71,50
2026-08-02T21:49:00+01:00,20,20,71,50
2026-08-02T21:49:11+01:00,20,20,71,50
2026-08-02T21:49:21+01:00,20,20,65,50
2026-08-02T21:49:32+01:00,20,20,65,50
2026-08-02T21:49:43+01:00,20,20,65,50
2026-08-02T21:49:53+01:00,20,20,65,50
2026-08-02T21:50:04+01:00,20,20,65,50
2026-08-02T21:50:14+01:00,20,20,59,50
2026-08-02T21:50:25+01:00,20,20,59,50
2026-08-02T21:50:36+01:00,20,20,60,50
